delivery_id,order_date,ship_date,promised_date,delivered_date,client_id,carrier_id,warehouse_id,region_id,service_level,distance_km,shipping_cost_usd,is_late,delay_days
8920,2025-08-05,2025-08-07,2025-08-12,2025-08-12,302,101,205,4,Standard,642,80.91,0,0
8921,2025-12-14,2025-12-15,2025-12-20,2025-12-20,303,102,204,3,Standard,416,56.63,0,0
8922,2025-07-22,2025-07-23,2025-07-25,2025-07-25,307,104,205,1,Standard,24,7.72,0,0
8923,2025-07-11,2025-07-11,2025-07-16,2025-07-16,305,102,201,5,Standard,354,45.79,0,0
8924,2025-07-21,2025-07-23,2025-07-26,2025-07-26,301,102,205,1,Express,340,49.16,0,0
8925,2025-05-24,2025-05-26,2025-05-29,2025-05-29,306,101,201,4,Express,533,75.86,0,0
8926,2025-04-10,2025-04-10,2025-04-13,2025-04-20,307,104,202,1,Standard,157,23.33,1,7
8927,2025-03-03,2025-03-05,2025-03-08,2025-03-09,306,105,203,1,Express,596,82.31,1,1
8928,2025-02-25,2025-02-25,2025-03-02,2025-03-02,302,104,202,1,Standard,561,70.79,0,0
8929,2025-09-14,2025-09-15,2025-09-20,2025-09-20,301,101,203,1,Standard,478,64.95,0,0
8930,2025-08-22,2025-08-23,2025-08-26,2025-08-26,307,104,201,2,Express,330,50.79,0,0
8931,2025-07-18,2025-07-20,2025-07-23,2025-07-23,301,104,202,2,Express,579,79.63,0,0
8932,2025-05-29,2025-05-31,2025-06-02,2025-06-02,302,105,202,3,Standard,12,9.59,0,0
8933,2025-07-14,2025-07-14,2025-07-17,2025-07-17,302,104,202,2,Standard,89,16.14,0,0
8934,2025-06-23,2025-06-24,2025-06-29,2025-06-29,307,102,203,1,Standard,356,51.38,0,0
8935,2025-04-01,2025-04-03,2025-04-06,2025-04-13,303,105,204,4,Express,647,85.95,1,7
8936,2025-04-16,2025-04-16,2025-04-21,2025-04-24,303,102,205,4,Standard,647,84.23,1,3
8937,2025-06-06,2025-06-06,2025-06-08,2025-06-08,301,104,202,2,Express,187,34.13,0,0
8938,2025-07-24,2025-07-24,2025-07-29,2025-07-29,303,101,204,2,Standard,566,76.48,0,0
8939,2025-09-25,2025-09-27,2025-09-30,2025-09-30,303,101,204,1,Standard,173,27.54,0,0
8940,2025-03-28,2025-03-29,2025-04-03,2025-04-03,302,102,203,1,Standard,320,46.12,0,0
8941,2025-05-02,2025-05-04,2025-05-07,2025-05-07,305,103,205,4,Express,297,46.68,0,0
8942,2025-11-28,2025-11-28,2025-12-01,2025-12-01,304,105,201,5,Standard,175,26.02,0,0
8943,2025-04-22,2025-04-22,2025-04-27,2025-04-27,303,105,201,4,Standard,278,37.45,0,0
8944,2025-02-10,2025-02-10,2025-02-13,2025-02-13,303,101,205,4,Standard,140,24.97,0,0
8945,2025-07-26,2025-07-26,2025-07-31,2025-08-07,307,103,205,1,Standard,584,74.06,1,7
8946,2025-06-02,2025-06-03,2025-06-06,2025-06-06,307,104,204,3,Standard,116,21.14,0,0
8947,2025-05-17,2025-05-18,2025-05-21,2025-05-21,302,101,203,3,Standard,241,36.81,0,0
8948,2025-02-21,2025-02-23,2025-02-28,2025-02-28,307,103,203,5,Standard,327,47.1,0,0
8949,2025-03-28,2025-03-29,2025-04-01,2025-04-01,302,103,205,3,Standard,133,22.46,0,0
8950,2025-06-29,2025-07-01,2025-07-03,2025-07-03,307,102,203,3,Standard,8,7.08,0,0
8951,2025-06-16,2025-06-18,2025-06-23,2025-06-23,303,105,205,1,Standard,637,85.03,0,0
8952,2025-07-29,2025-07-30,2025-08-04,2025-08-04,304,105,204,2,Standard,306,43.04,0,0
8953,2025-07-09,2025-07-11,2025-07-16,2025-07-16,306,105,203,5,Standard,446,57.76,0,0
8954,2025-06-21,2025-06-23,2025-06-25,2025-06-25,306,101,202,1,Standard,36,10.97,0,0
8955,2025-03-23,2025-03-23,2025-03-26,2025-03-26,305,104,205,4,Express,559,77.46,0,0
8956,2025-03-12,2025-03-14,2025-03-19,2025-03-19,305,105,201,3,Standard,433,55.73,0,0
8957,2025-04-23,2025-04-23,2025-04-25,2025-05-02,307,101,201,3,Express,244,41.59,1,7
8958,2025-04-11,2025-04-13,2025-04-18,2025-04-18,301,101,202,1,Standard,252,34.72,0,0
8959,2025-09-21,2025-09-22,2025-09-27,2025-09-27,303,104,204,5,Standard,419,56.18,0,0
8960,2025-03-05,2025-03-05,2025-03-07,2025-03-07,307,102,205,3,Express,93,20.26,0,0
8961,2025-05-11,2025-05-11,2025-05-13,2025-05-13,302,101,203,4,Standard,61,11.93,0,0
8962,2025-12-26,2025-12-28,2025-12-31,2026-01-01,303,103,204,3,Express,271,42.33,1,1
8963,2025-01-08,2025-01-08,2025-01-10,2025-01-10,304,101,205,4,Standard,50,14.71,0,0
8964,2025-01-20,2025-01-22,2025-01-24,2025-01-24,302,104,201,2,Express,101,23.91,0,0
8965,2025-01-17,2025-01-18,2025-01-21,2025-01-21,303,103,203,1,Express,272,45.2,0,0
8966,2025-10-23,2025-10-24,2025-10-26,2025-10-26,305,102,202,5,Standard,44,14.26,0,0
8967,2025-11-19,2025-11-21,2025-11-26,2025-11-26,305,105,201,4,Standard,351,48.92,0,0
8968,2025-09-17,2025-09-19,2025-09-22,2025-10-02,301,103,201,3,Standard,112,19.51,1,10
8969,2025-08-16,2025-08-16,2025-08-21,2025-08-23,303,101,204,1,Standard,584,78.12,1,2
8970,2025-11-09,2025-11-10,2025-11-13,2025-11-13,306,101,203,1,Express,431,65.51,0,0
8971,2025-05-27,2025-05-27,2025-06-01,2025-06-01,307,101,204,5,Standard,555,73.85,0,0
8972,2025-11-20,2025-11-22,2025-11-27,2025-11-27,302,102,205,1,Standard,371,52.19,0,0
8973,2025-09-19,2025-09-21,2025-09-23,2025-09-23,301,101,201,2,Express,96,22.28,0,0
8974,2025-05-26,2025-05-26,2025-05-28,2025-06-07,303,103,204,5,Standard,71,12.76,1,10
8975,2025-11-02,2025-11-03,2025-11-08,2025-11-08,301,101,204,4,Standard,561,74.9,0,0
8976,2025-02-09,2025-02-10,2025-02-15,2025-02-15,301,104,201,4,Standard,410,57.43,0,0
8977,2025-01-04,2025-01-04,2025-01-07,2025-01-07,302,105,205,3,Standard,137,22.29,0,0
8978,2025-05-05,2025-05-05,2025-05-10,2025-05-13,307,104,205,2,Standard,511,67.53,1,3
8979,2025-03-07,2025-03-07,2025-03-12,2025-03-17,305,103,201,5,Standard,569,76.09,1,5
8980,2025-07-02,2025-07-04,2025-07-09,2025-07-09,303,103,204,2,Standard,501,66.36,0,0
8981,2025-01-02,2025-01-02,2025-01-07,2025-01-10,303,101,201,3,Standard,394,53.86,1,3
8982,2025-04-17,2025-04-19,2025-04-21,2025-04-21,303,103,202,1,Express,147,28.19,0,0
8983,2025-07-30,2025-07-31,2025-08-03,2025-08-03,306,104,205,5,Express,461,65.79,0,0
8984,2025-10-20,2025-10-20,2025-10-25,2025-10-25,307,101,204,1,Standard,520,70.23,0,0
8985,2025-01-07,2025-01-07,2025-01-12,2025-01-12,303,102,204,1,Standard,439,57.31,0,0
8986,2025-10-17,2025-10-17,2025-10-22,2025-10-23,307,101,202,4,Standard,317,41.61,1,1
8987,2025-02-07,2025-02-09,2025-02-14,2025-02-14,303,104,204,3,Standard,556,71.05,0,0
8988,2025-09-17,2025-09-18,2025-09-23,2025-10-03,303,101,205,5,Standard,261,40.27,1,10
8989,2025-12-28,2025-12-28,2025-12-31,2025-12-31,305,102,202,3,Standard,206,33.6,0,0
8990,2025-03-07,2025-03-07,2025-03-12,2025-03-12,302,102,203,5,Standard,257,36.08,0,0
8991,2025-04-12,2025-04-12,2025-04-17,2025-04-18,307,103,203,5,Standard,646,83.32,1,1
8992,2025-11-02,2025-11-03,2025-11-05,2025-11-05,304,104,202,3,Express,92,20.97,0,0
8993,2025-07-14,2025-07-15,2025-07-20,2025-07-23,301,104,201,4,Standard,450,59.46,1,3
8994,2025-04-18,2025-04-19,2025-04-24,2025-04-24,303,105,202,4,Standard,339,45.46,0,0
8995,2025-12-18,2025-12-20,2025-12-21,2025-12-21,303,105,205,4,Express,30,13.48,0,0
8996,2025-08-05,2025-08-05,2025-08-10,2025-08-10,306,104,202,5,Standard,449,62.62,0,0
8997,2025-01-31,2025-02-02,2025-02-05,2025-02-05,301,105,205,4,Standard,97,19.13,0,0
8998,2025-04-01,2025-04-03,2025-04-08,2025-04-08,304,102,202,5,Standard,345,48.15,0,0
8999,2025-10-15,2025-10-16,2025-10-19,2025-10-19,302,103,201,3,Standard,84,17.26,0,0
9000,2025-06-10,2025-06-10,2025-06-13,2025-06-13,306,102,205,1,Standard,180,25.59,0,0
9001,2025-04-11,2025-04-13,2025-04-18,2025-04-18,304,105,205,3,Standard,286,41.64,0,0
9002,2025-07-17,2025-07-17,2025-07-20,2025-07-20,307,103,202,1,Express,314,48.96,0,0
9003,2025-03-16,2025-03-16,2025-03-21,2025-03-21,304,105,201,4,Standard,522,68.65,0,0
9004,2025-07-25,2025-07-26,2025-07-31,2025-07-31,305,101,205,3,Standard,532,72.05,0,0
9005,2025-09-28,2025-09-29,2025-10-04,2025-10-04,305,105,205,2,Standard,483,64.16,0,0
9006,2025-08-03,2025-08-05,2025-08-07,2025-08-07,301,103,203,3,Standard,13,10.47,0,0
9007,2025-09-24,2025-09-24,2025-09-27,2025-09-27,304,101,201,1,Express,428,61.24,0,0
9008,2025-02-02,2025-02-03,2025-02-06,2025-02-06,304,103,204,2,Standard,112,17.88,0,0
9009,2025-04-04,2025-04-04,2025-04-07,2025-04-07,307,105,205,3,Express,396,58.78,0,0
9010,2025-03-29,2025-03-29,2025-04-03,2025-04-03,302,105,205,5,Standard,334,47.98,0,0
9011,2025-01-19,2025-01-20,2025-01-25,2025-01-27,301,103,202,5,Standard,477,65.72,1,2
9012,2025-06-16,2025-06-16,2025-06-21,2025-06-21,307,103,202,1,Standard,274,39.76,0,0
9013,2025-05-30,2025-05-30,2025-06-01,2025-06-01,303,101,201,2,Express,179,31.42,0,0
9014,2025-07-10,2025-07-11,2025-07-14,2025-07-14,303,104,205,4,Standard,116,22.64,0,0
9015,2025-02-04,2025-02-06,2025-02-08,2025-02-08,306,103,204,5,Express,110,24.04,0,0
9016,2025-02-13,2025-02-14,2025-02-16,2025-02-26,302,101,205,4,Express,160,30.13,1,10
9017,2025-10-04,2025-10-05,2025-10-07,2025-10-07,306,105,202,4,Express,244,38.55,0,0
9018,2025-12-03,2025-12-03,2025-12-08,2025-12-10,305,104,201,4,Standard,356,46.51,1,2
9019,2025-03-08,2025-03-10,2025-03-15,2025-03-16,307,105,204,4,Standard,506,66.46,1,1
9020,2025-03-30,2025-03-31,2025-04-03,2025-04-03,305,105,203,1,Express,355,54.75,0,0
9021,2025-10-30,2025-10-30,2025-11-02,2025-11-07,303,105,205,5,Standard,231,34.95,1,5
9022,2025-10-20,2025-10-21,2025-10-26,2025-10-26,304,102,203,5,Standard,382,49.67,0,0
9023,2025-05-11,2025-05-13,2025-05-16,2025-05-21,301,101,203,4,Standard,218,34.63,1,5
9024,2025-10-09,2025-10-10,2025-10-15,2025-10-15,305,101,205,3,Standard,516,69.02,0,0
9025,2025-01-02,2025-01-02,2025-01-07,2025-01-07,307,102,204,4,Standard,622,80.86,0,0
9026,2025-03-24,2025-03-24,2025-03-29,2025-04-01,303,103,202,1,Standard,332,48.02,1,3
9027,2025-10-14,2025-10-16,2025-10-19,2025-10-19,303,103,202,5,Express,590,80.39,0,0
9028,2025-05-22,2025-05-24,2025-05-26,2025-05-26,304,101,203,2,Express,196,33.37,0,0
9029,2025-10-27,2025-10-29,2025-11-01,2025-11-01,304,104,202,2,Express,253,43.77,0,0
9030,2025-12-30,2025-12-30,2026-01-02,2026-01-02,301,105,201,1,Standard,168,27.14,0,0
9031,2025-10-05,2025-10-07,2025-10-12,2025-10-12,301,103,202,4,Standard,356,50.32,0,0
9032,2025-03-30,2025-03-30,2025-04-02,2025-04-02,305,102,202,1,Express,445,63.41,0,0
9033,2025-06-12,2025-06-12,2025-06-17,2025-06-17,303,104,202,4,Standard,454,59.74,0,0
9034,2025-03-12,2025-03-14,2025-03-17,2025-03-17,307,104,205,4,Express,501,72.49,0,0
9035,2025-11-25,2025-11-27,2025-12-02,2025-12-02,306,104,202,5,Standard,434,55.24,0,0
9036,2025-01-19,2025-01-21,2025-01-24,2025-01-24,303,102,201,1,Standard,145,22.39,0,0
9037,2025-09-19,2025-09-20,2025-09-23,2025-09-23,307,104,205,2,Express,342,53.66,0,0
9038,2025-11-23,2025-11-24,2025-11-27,2025-11-27,302,103,203,3,Standard,156,23.97,0,0
9039,2025-08-11,2025-08-13,2025-08-16,2025-08-26,305,103,203,2,Standard,139,25.64,1,10
9040,2025-03-29,2025-03-29,2025-04-03,2025-04-03,307,102,201,1,Standard,511,65.58,0,0
9041,2025-06-04,2025-06-04,2025-06-06,2025-06-06,303,103,201,5,Standard,17,6.68,0,0
9042,2025-05-21,2025-05-23,2025-05-26,2025-05-28,304,102,204,2,Express,623,87.82,1,2
9043,2025-09-05,2025-09-05,2025-09-10,2025-09-10,302,102,202,3,Standard,463,59.56,0,0
9044,2025-09-30,2025-09-30,2025-10-03,2025-10-03,307,103,202,3,Express,505,74.57,0,0
9045,2025-03-19,2025-03-19,2025-03-24,2025-03-24,303,105,205,3,Standard,575,73.73,0,0
9046,2025-09-12,2025-09-14,2025-09-19,2025-09-19,303,104,203,5,Standard,569,74.23,0,0
9047,2025-12-14,2025-12-16,2025-12-17,2025-12-17,307,103,201,5,Express,30,11.62,0,0
9048,2025-08-13,2025-08-14,2025-08-19,2025-08-19,301,104,202,1,Standard,627,82.13,0,0
9049,2025-02-25,2025-02-27,2025-03-02,2025-03-02,305,103,203,2,Express,400,60.04,0,0
9050,2025-07-24,2025-07-24,2025-07-26,2025-07-26,306,103,204,4,Standard,16,6.02,0,0
9051,2025-11-28,2025-11-30,2025-12-02,2025-12-02,302,103,201,3,Express,248,42.14,0,0
9052,2025-03-14,2025-03-16,2025-03-19,2025-03-19,304,103,205,2,Express,497,72.47,0,0
9053,2025-11-16,2025-11-18,2025-11-21,2025-11-21,303,105,203,1,Standard,174,26.49,0,0
9054,2025-11-23,2025-11-24,2025-11-29,2025-12-04,303,104,201,2,Standard,364,48.31,1,5
9055,2025-08-25,2025-08-25,2025-08-27,2025-08-27,303,105,201,3,Standard,17,6.08,0,0
9056,2025-06-18,2025-06-18,2025-06-23,2025-06-23,301,103,205,5,Standard,390,52.89,0,0
9057,2025-06-11,2025-06-13,2025-06-18,2025-06-18,303,105,205,1,Standard,614,77.05,0,0
9058,2025-11-06,2025-11-08,2025-11-10,2025-11-10,305,103,204,1,Standard,35,7.56,0,0
9059,2025-08-07,2025-08-08,2025-08-11,2025-08-11,307,101,205,5,Standard,163,24.82,0,0
9060,2025-03-15,2025-03-15,2025-03-20,2025-03-20,302,105,201,3,Standard,621,82.18,0,0
9061,2025-09-13,2025-09-15,2025-09-20,2025-09-20,303,104,205,5,Standard,333,43.98,0,0
9062,2025-07-09,2025-07-09,2025-07-14,2025-07-14,303,103,204,1,Standard,310,43.89,0,0
9063,2025-03-13,2025-03-14,2025-03-17,2025-03-19,305,103,202,5,Standard,216,29.12,1,2
9064,2025-08-01,2025-08-01,2025-08-06,2025-08-06,307,104,203,2,Standard,496,66.67,0,0
9065,2025-09-17,2025-09-17,2025-09-22,2025-09-22,303,105,203,4,Standard,354,48.22,0,0
9066,2025-12-04,2025-12-06,2025-12-11,2025-12-11,307,104,203,3,Standard,594,77.11,0,0
9067,2025-11-14,2025-11-16,2025-11-21,2025-11-24,302,101,205,5,Standard,645,86.07,1,3
9068,2025-01-21,2025-01-23,2025-01-28,2025-01-28,303,105,203,3,Standard,371,53.04,0,0
9069,2025-12-26,2025-12-26,2025-12-28,2026-01-01,307,105,202,5,Standard,57,12.03,1,4
9070,2025-10-06,2025-10-07,2025-10-10,2025-10-10,302,103,203,1,Express,413,57.7,0,0
9071,2025-12-28,2025-12-29,2026-01-01,2026-01-01,301,104,202,1,Express,520,72.09,0,0
9072,2025-08-19,2025-08-19,2025-08-22,2025-08-22,303,104,205,2,Express,320,49.65,0,0
9073,2025-02-04,2025-02-05,2025-02-10,2025-02-10,302,102,202,3,Standard,329,46.95,0,0
9074,2025-12-23,2025-12-25,2025-12-28,2025-12-28,306,103,204,1,Standard,118,22.92,0,0
9075,2025-03-08,2025-03-09,2025-03-12,2025-03-15,301,101,202,5,Standard,110,21.55,1,3
9076,2025-09-19,2025-09-21,2025-09-26,2025-09-26,305,101,203,4,Standard,407,51.84,0,0
9077,2025-01-23,2025-01-24,2025-01-29,2025-01-30,305,101,201,2,Standard,559,73.09,1,1
9078,2025-09-08,2025-09-08,2025-09-13,2025-09-13,302,102,204,5,Standard,390,55.46,0,0
9079,2025-03-07,2025-03-07,2025-03-08,2025-03-08,307,105,204,4,Express,9,10.59,0,0
9080,2025-09-30,2025-10-01,2025-10-06,2025-10-06,307,101,201,2,Standard,532,70.86,0,0
9081,2025-06-29,2025-06-29,2025-07-01,2025-07-01,302,103,201,3,Express,221,36.71,0,0
9082,2025-10-11,2025-10-12,2025-10-17,2025-10-17,305,102,203,5,Standard,509,66.39,0,0
9083,2025-08-15,2025-08-15,2025-08-20,2025-08-20,305,104,205,5,Standard,598,78.56,0,0
9084,2025-12-20,2025-12-20,2025-12-25,2025-12-25,306,104,203,1,Standard,407,55.86,0,0
9085,2025-08-09,2025-08-11,2025-08-16,2025-08-16,302,105,205,1,Standard,455,60.62,0,0
9086,2025-08-24,2025-08-25,2025-08-30,2025-09-03,304,102,203,5,Standard,315,43.84,1,4
9087,2025-04-04,2025-04-05,2025-04-08,2025-04-08,304,103,204,2,Express,308,49.11,0,0
9088,2025-06-03,2025-06-03,2025-06-08,2025-06-11,301,103,201,3,Standard,553,70.54,1,3
9089,2025-04-02,2025-04-02,2025-04-07,2025-04-07,301,104,202,3,Standard,535,67.39,0,0
9090,2025-01-26,2025-01-26,2025-01-31,2025-01-31,303,103,203,3,Standard,501,68.79,0,0
9091,2025-03-30,2025-04-01,2025-04-04,2025-04-11,303,102,201,2,Express,344,52.45,1,7
9092,2025-09-01,2025-09-03,2025-09-08,2025-09-08,305,103,202,1,Standard,451,57.7,0,0
9093,2025-11-29,2025-12-01,2025-12-06,2025-12-06,304,102,203,4,Standard,539,69.85,0,0
9094,2025-03-16,2025-03-16,2025-03-19,2025-03-26,305,105,201,3,Standard,102,20.82,1,7
9095,2025-03-28,2025-03-29,2025-04-03,2025-04-03,306,105,204,4,Standard,382,53.47,0,0
9096,2025-03-22,2025-03-22,2025-03-25,2025-03-25,301,104,204,1,Express,569,81.31,0,0
9097,2025-02-27,2025-02-27,2025-03-01,2025-03-04,307,103,205,1,Express,222,38.27,1,3
9098,2025-03-04,2025-03-06,2025-03-11,2025-03-11,304,101,202,4,Standard,313,43.95,0,0
9099,2025-01-29,2025-01-30,2025-02-02,2025-02-02,307,105,202,4,Standard,107,15.96,0,0
9100,2025-06-29,2025-06-30,2025-07-03,2025-07-03,306,102,201,1,Express,604,83.76,0,0
9101,2025-01-29,2025-01-31,2025-02-05,2025-02-08,306,101,205,4,Standard,525,69.81,1,3
9102,2025-04-08,2025-04-09,2025-04-12,2025-04-15,307,103,201,5,Standard,125,21.08,1,3
9103,2025-03-31,2025-03-31,2025-04-05,2025-04-05,305,102,201,2,Standard,447,61.53,0,0
9104,2025-04-12,2025-04-13,2025-04-18,2025-04-18,307,101,203,1,Standard,394,54.17,0,0
9105,2025-06-05,2025-06-06,2025-06-11,2025-06-11,305,104,205,1,Standard,564,74.01,0,0
9106,2025-05-01,2025-05-02,2025-05-05,2025-05-07,303,104,202,1,Standard,118,22.57,1,2
9107,2025-12-24,2025-12-25,2025-12-27,2025-12-27,302,102,205,4,Standard,60,14.52,0,0
9108,2025-12-21,2025-12-23,2025-12-28,2025-12-28,304,101,202,3,Standard,574,74.45,0,0
9109,2025-05-08,2025-05-08,2025-05-11,2025-05-11,304,105,201,4,Express,270,41.34,0,0
9110,2025-09-01,2025-09-01,2025-09-06,2025-09-06,306,102,204,1,Standard,501,69.02,0,0
9111,2025-11-19,2025-11-21,2025-11-26,2025-11-26,307,105,205,4,Standard,508,68.32,0,0
9112,2025-09-18,2025-09-20,2025-09-25,2025-09-25,302,103,201,4,Standard,646,81.75,0,0
9113,2025-04-17,2025-04-19,2025-04-22,2025-04-22,303,105,202,3,Standard,165,24.71,0,0
9114,2025-02-27,2025-02-27,2025-03-02,2025-03-02,305,102,202,2,Standard,207,27.87,0,0
9115,2025-10-19,2025-10-19,2025-10-22,2025-10-22,303,102,202,2,Express,611,86.52,0,0
9116,2025-06-23,2025-06-24,2025-06-29,2025-07-03,305,101,203,1,Standard,562,74.81,1,4
9117,2025-10-18,2025-10-20,2025-10-21,2025-10-28,304,102,205,2,Express,55,19.0,1,7
9118,2025-09-16,2025-09-16,2025-09-18,2025-09-18,304,105,205,1,Standard,54,9.73,0,0
9119,2025-10-08,2025-10-08,2025-10-11,2025-10-11,307,101,201,5,Standard,231,31.49,0,0
9120,2025-01-12,2025-01-13,2025-01-18,2025-01-18,305,101,202,4,Standard,287,40.82,0,0
9121,2025-03-28,2025-03-29,2025-04-03,2025-04-03,304,101,204,5,Standard,519,65.64,0,0
9122,2025-12-22,2025-12-22,2025-12-24,2025-12-26,303,104,205,3,Standard,7,7.67,1,2
9123,2025-02-10,2025-02-10,2025-02-15,2025-02-15,305,104,205,2,Standard,521,71.06,0,0
9124,2025-07-26,2025-07-28,2025-07-31,2025-07-31,301,104,205,1,Express,624,88.35,0,0
9125,2025-06-19,2025-06-19,2025-06-22,2025-06-22,305,101,202,2,Standard,220,35.09,0,0
9126,2025-10-23,2025-10-23,2025-10-26,2025-10-29,307,104,205,5,Express,341,50.86,1,3
9127,2025-04-23,2025-04-24,2025-04-29,2025-04-29,301,101,201,1,Standard,444,59.2,0,0
9128,2025-03-12,2025-03-14,2025-03-19,2025-03-19,306,101,204,1,Standard,334,44.27,0,0
9129,2025-12-16,2025-12-18,2025-12-23,2025-12-23,302,104,203,2,Standard,495,64.49,0,0
9130,2025-02-19,2025-02-21,2025-02-24,2025-03-06,302,102,204,5,Express,322,47.74,1,10
9131,2025-09-22,2025-09-23,2025-09-28,2025-09-28,303,104,201,5,Standard,306,44.71,0,0
9132,2025-09-30,2025-09-30,2025-10-03,2025-10-03,303,104,202,3,Express,569,81.9,0,0
9133,2025-02-12,2025-02-13,2025-02-15,2025-02-20,304,102,204,1,Express,150,27.79,1,5
9134,2025-02-10,2025-02-10,2025-02-15,2025-02-15,301,101,204,3,Standard,549,72.28,0,0
9135,2025-03-16,2025-03-17,2025-03-22,2025-03-22,307,104,201,1,Standard,392,55.6,0,0
9136,2025-01-17,2025-01-17,2025-01-22,2025-01-22,301,104,201,3,Standard,463,62.98,0,0
9137,2025-12-04,2025-12-06,2025-12-09,2025-12-09,307,102,204,1,Express,405,59.31,0,0
9138,2025-10-20,2025-10-20,2025-10-23,2025-10-23,301,102,203,5,Express,286,42.37,0,0
9139,2025-04-26,2025-04-26,2025-05-01,2025-05-01,302,102,201,3,Standard,343,45.76,0,0
9140,2025-05-31,2025-05-31,2025-06-05,2025-06-05,302,104,205,5,Standard,490,64.15,0,0
9141,2025-04-28,2025-04-28,2025-05-03,2025-05-03,306,101,202,2,Standard,430,59.55,0,0
9142,2025-11-20,2025-11-21,2025-11-26,2025-11-26,304,101,203,3,Standard,345,46.61,0,0
9143,2025-03-07,2025-03-08,2025-03-10,2025-03-20,306,104,204,5,Express,160,30.88,1,10
9144,2025-08-04,2025-08-05,2025-08-07,2025-08-07,305,103,205,2,Express,94,22.04,0,0
9145,2025-10-08,2025-10-10,2025-10-15,2025-10-15,304,102,201,5,Standard,605,80.74,0,0
9146,2025-03-18,2025-03-19,2025-03-24,2025-03-24,301,103,204,4,Standard,648,85.42,0,0
9147,2025-12-13,2025-12-14,2025-12-16,2025-12-16,302,101,203,4,Standard,66,12.08,0,0
9148,2025-02-27,2025-02-27,2025-03-02,2025-03-12,304,105,201,3,Express,423,61.51,1,10
9149,2025-03-16,2025-03-17,2025-03-22,2025-03-22,301,102,204,5,Standard,582,77.94,0,0
9150,2025-06-01,2025-06-02,2025-06-07,2025-06-07,306,103,202,4,Standard,495,67.19,0,0
9151,2025-02-11,2025-02-11,2025-02-14,2025-02-14,307,103,204,4,Express,351,54.54,0,0
9152,2025-11-07,2025-11-09,2025-11-12,2025-11-12,301,104,203,3,Standard,112,18.68,0,0
9153,2025-12-06,2025-12-06,2025-12-09,2025-12-13,303,105,202,2,Standard,145,24.6,1,4
9154,2025-09-27,2025-09-28,2025-10-03,2025-10-03,305,102,202,4,Standard,338,48.67,0,0
9155,2025-03-18,2025-03-20,2025-03-25,2025-03-25,301,102,205,2,Standard,553,72.32,0,0
9156,2025-09-12,2025-09-12,2025-09-15,2025-09-15,302,103,205,2,Express,607,86.76,0,0
9157,2025-12-29,2025-12-31,2026-01-05,2026-01-05,302,103,204,5,Standard,387,53.16,0,0
9158,2025-05-14,2025-05-16,2025-05-18,2025-05-21,302,105,201,2,Express,106,24.3,1,3
9159,2025-07-07,2025-07-08,2025-07-11,2025-07-11,301,104,205,4,Standard,116,19.86,0,0
9160,2025-09-15,2025-09-16,2025-09-21,2025-09-23,305,105,203,3,Standard,260,38.3,1,2
9161,2025-08-09,2025-08-10,2025-08-15,2025-08-15,306,104,204,1,Standard,448,58.13,0,0
9162,2025-01-10,2025-01-10,2025-01-15,2025-01-15,304,103,205,5,Standard,428,56.55,0,0
9163,2025-02-04,2025-02-05,2025-02-10,2025-02-10,303,102,203,4,Standard,344,46.57,0,0
9164,2025-05-24,2025-05-26,2025-05-29,2025-05-29,304,102,205,3,Express,583,81.47,0,0
9165,2025-01-03,2025-01-05,2025-01-10,2025-01-10,306,101,201,4,Standard,424,56.38,0,0
9166,2025-12-22,2025-12-23,2025-12-26,2025-12-27,303,102,204,2,Standard,144,25.13,1,1
9167,2025-06-19,2025-06-21,2025-06-26,2025-06-26,302,104,203,1,Standard,581,78.64,0,0
9168,2025-08-19,2025-08-21,2025-08-26,2025-08-26,306,104,204,1,Standard,330,44.38,0,0
9169,2025-12-27,2025-12-29,2026-01-01,2026-01-04,306,102,201,1,Express,276,45.51,1,3
9170,2025-10-01,2025-10-03,2025-10-06,2025-10-06,301,104,202,4,Standard,242,35.65,0,0
9171,2025-01-01,2025-01-01,2025-01-06,2025-01-06,307,105,205,3,Standard,422,58.74,0,0
9172,2025-08-29,2025-08-31,2025-09-03,2025-09-03,301,104,201,2,Express,603,81.68,0,0
9173,2025-11-26,2025-11-28,2025-12-03,2025-12-03,306,103,202,4,Standard,442,61.24,0,0
9174,2025-06-28,2025-06-30,2025-07-05,2025-07-05,306,104,203,2,Standard,615,80.88,0,0
9175,2025-10-31,2025-10-31,2025-11-03,2025-11-03,304,102,203,3,Standard,107,21.49,0,0
9176,2025-11-06,2025-11-07,2025-11-12,2025-11-12,307,104,205,1,Standard,624,83.07,0,0
9177,2025-03-29,2025-03-30,2025-04-04,2025-04-04,307,102,203,4,Standard,305,43.52,0,0
9178,2025-01-22,2025-01-22,2025-01-25,2025-01-25,303,104,203,2,Express,282,45.22,0,0
9179,2025-11-20,2025-11-22,2025-11-24,2025-11-24,303,101,203,1,Standard,15,5.27,0,0
9180,2025-10-01,2025-10-02,2025-10-07,2025-10-07,304,104,205,2,Standard,364,52.02,0,0
9181,2025-04-13,2025-04-15,2025-04-18,2025-04-18,304,105,202,2,Express,396,58.07,0,0
9182,2025-12-18,2025-12-20,2025-12-23,2025-12-28,307,105,201,5,Standard,210,32.8,1,5
9183,2025-05-18,2025-05-19,2025-05-22,2025-05-22,304,101,202,2,Express,645,87.38,0,0
